Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
690,1620502,"exercises/easy/ex2-type-checker.js",247,0,"r",javascript,content
691,1620610,"exercises/easy/ex2-type-checker.js",248,0,"a",javascript,content
692,1620809,"exercises/easy/ex2-type-checker.js",249,0,"y",javascript,content
693,1622165,"exercises/easy/ex2-type-checker.js",249,1,"",javascript,content
694,1622678,"exercises/easy/ex2-type-checker.js",248,1,"",javascript,content
695,1622708,"exercises/easy/ex2-type-checker.js",247,1,"",javascript,content
696,1622740,"exercises/easy/ex2-type-checker.js",246,1,"",javascript,content
697,1623078,"exercises/easy/ex2-type-checker.js",245,1,"",javascript,content
698,1623643,"exercises/easy/ex2-type-checker.js",244,1,"",javascript,content
699,1630713,"exercises/easy/ex2-type-checker.js",248,1,"",javascript,content
700,1630920,"exercises/easy/ex2-type-checker.js",247,1,"",javascript,content
701,1631606,"exercises/easy/ex2-type-checker.js",247,0,"[]",javascript,content
702,1631635,"exercises/easy/ex2-type-checker.js",248,1,"]",javascript,content
703,1634223,"exercises/easy/ex2-type-checker.js",243,1,"",javascript,content
704,1634371,"exercises/easy/ex2-type-checker.js",242,1,"",javascript,content
705,1654413,"exercises/easy/ex2-type-checker.js",246,0,"""""",javascript,content
706,1654539,"exercises/easy/ex2-type-checker.js",247,1,"""",javascript,content
707,1673932,"exercises/easy/ex2-type-checker.js",247,1,"",javascript,content
708,1674107,"exercises/easy/ex2-type-checker.js",246,1,"",javascript,content
709,1680699,"exercises/easy/ex2-type-checker.js",0,0,"function showAllTypes() {\n  /* Create a function that outputs the typeof for:\n  objects, arrays, strings, numbers, booleans, null, undefined, and NaN It should return an object containing all these types */\n\n  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;\n\n  console.log(typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue);\n  return{};\n}\nshowAllTypes();\n\n\nmodule.exports = showAllTypes;\n",javascript,tab
710,1688002,"exercises/easy/ex2-type-checker.js",0,0,"function showAllTypes() {\n  /* Create a function that outputs the typeof for:\n  objects, arrays, strings, numbers, booleans, null, undefined, and NaN It should return an object containing all these types */\n\n  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;\n\n  console.log(typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue);\n  return{};\n}\nshowAllTypes();\n\n\nmodule.exports = showAllTypes;\n",javascript,tab
711,1707167,"exercises/easy/ex2-type-checker.js",241,0,"i",javascript,content
712,1707190,"exercises/easy/ex2-type-checker.js",242,0,"u",javascript,content
713,1709564,"exercises/easy/ex2-type-checker.js",242,1,"",javascript,content
714,1709779,"exercises/easy/ex2-type-checker.js",241,1,"",javascript,content
715,1740021,"tests/easy/ex2.test.js",0,0,"const showAllTypes = require('../../exercises/easy/ex2-type-checker');\n\ndescribe('Show All Types function', () => {\n  test('should return an object with all the types', () => {\n    const result = showAllTypes();\n    \n    expect(result).toHaveProperty('object');\n    expect(result).toHaveProperty('array');\n    expect(result).toHaveProperty('string');\n    expect(result).toHaveProperty('number');\n    expect(result).toHaveProperty('boolean');\n    expect(result).toHaveProperty('null');\n    expect(result).toHaveProperty('undefined');\n    expect(result).toHaveProperty('nan');\n    \n    expect(result.object).toBe('object');\n    expect(result.array).toBe('object');\n    expect(result.string).toBe('string');\n    expect(result.number).toBe('number');\n    expect(result.boolean).toBe('boolean');\n    expect(result.null).toBe('object');\n    expect(result.undefined).toBe('undefined');\n    expect(result.nan).toBe('number');\n  });\n});\n",javascript,tab
716,1810301,"tests/easy/ex1.test.js",0,0,"const helloWorld = require('../../exercises/easy/ex1-hello-world');\n\ndescribe('hello world function', () => {\n  test('should log ""Hello World!"" to the console', () => {\n    const consoleSpy = jest.spyOn(console, 'log');\n    helloWorld();\n    expect(consoleSpy).toHaveBeenCalledWith('Hello World!');\n    consoleSpy.mockRestore();\n  });\n});\n",javascript,tab
717,1811924,"exercises/easy/ex2-type-checker.js",0,0,"function showAllTypes() {\n  /* Create a function that outputs the typeof for:\n  objects, arrays, strings, numbers, booleans, null, undefined, and NaN It should return an object containing all these types */\n\n  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;\n\n  console.log(typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue);\n  return{};\n}\nshowAllTypes();\n\n\nmodule.exports = showAllTypes;\n",javascript,tab
718,1815034,"tests/easy/ex2.test.js",0,0,"const showAllTypes = require('../../exercises/easy/ex2-type-checker');\n\ndescribe('Show All Types function', () => {\n  test('should return an object with all the types', () => {\n    const result = showAllTypes();\n    \n    expect(result).toHaveProperty('object');\n    expect(result).toHaveProperty('array');\n    expect(result).toHaveProperty('string');\n    expect(result).toHaveProperty('number');\n    expect(result).toHaveProperty('boolean');\n    expect(result).toHaveProperty('null');\n    expect(result).toHaveProperty('undefined');\n    expect(result).toHaveProperty('nan');\n    \n    expect(result.object).toBe('object');\n    expect(result.array).toBe('object');\n    expect(result.string).toBe('string');\n    expect(result.number).toBe('number');\n    expect(result.boolean).toBe('boolean');\n    expect(result.null).toBe('object');\n    expect(result.undefined).toBe('undefined');\n    expect(result.nan).toBe('number');\n  });\n});\n",javascript,tab
719,1815597,"exercises/easy/ex2-type-checker.js",0,0,"function showAllTypes() {\n  /* Create a function that outputs the typeof for:\n  objects, arrays, strings, numbers, booleans, null, undefined, and NaN It should return an object containing all these types */\n\n  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;\n\n  console.log(typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue);\n  return{};\n}\nshowAllTypes();\n\n\nmodule.exports = showAllTypes;\n",javascript,tab
720,1819344,"tests/easy/ex2.test.js",0,0,"const showAllTypes = require('../../exercises/easy/ex2-type-checker');\n\ndescribe('Show All Types function', () => {\n  test('should return an object with all the types', () => {\n    const result = showAllTypes();\n    \n    expect(result).toHaveProperty('object');\n    expect(result).toHaveProperty('array');\n    expect(result).toHaveProperty('string');\n    expect(result).toHaveProperty('number');\n    expect(result).toHaveProperty('boolean');\n    expect(result).toHaveProperty('null');\n    expect(result).toHaveProperty('undefined');\n    expect(result).toHaveProperty('nan');\n    \n    expect(result.object).toBe('object');\n    expect(result.array).toBe('object');\n    expect(result.string).toBe('string');\n    expect(result.number).toBe('number');\n    expect(result.boolean).toBe('boolean');\n    expect(result.null).toBe('object');\n    expect(result.undefined).toBe('undefined');\n    expect(result.nan).toBe('number');\n  });\n});\n",javascript,tab
721,1832463,"exercises/easy/ex2-type-checker.js",0,0,"function showAllTypes() {\n  /* Create a function that outputs the typeof for:\n  objects, arrays, strings, numbers, booleans, null, undefined, and NaN It should return an object containing all these types */\n\n  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;\n\n  console.log(typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue);\n  return{};\n}\nshowAllTypes();\n\n\nmodule.exports = showAllTypes;\n",javascript,tab
722,1867923,"exercises/easy/ex2-type-checker.js",551,0,"\n  ",javascript,content
723,1868212,"exercises/easy/ex2-type-checker.js",554,0,"\n  ",javascript,content
724,1869617,"exercises/easy/ex2-type-checker.js",551,0,"c",javascript,content
725,1869829,"exercises/easy/ex2-type-checker.js",552,0,"o",javascript,content
726,1869923,"exercises/easy/ex2-type-checker.js",553,0,"n",javascript,content
727,1870644,"exercises/easy/ex2-type-checker.js",554,0,"s",javascript,content
728,1871451,"exercises/easy/ex2-type-checker.js",555,0,"t",javascript,content
729,1873193,"exercises/easy/ex2-type-checker.js",556,0," ",javascript,content
730,1874042,"exercises/easy/ex2-type-checker.js",557,0,"r",javascript,content
731,1874168,"exercises/easy/ex2-type-checker.js",558,0,"e",javascript,content
732,1874342,"exercises/easy/ex2-type-checker.js",559,0,"t",javascript,content
733,1874389,"exercises/easy/ex2-type-checker.js",560,0,"u",javascript,content
734,1874625,"exercises/easy/ex2-type-checker.js",561,0,"r",javascript,content
735,1874729,"exercises/easy/ex2-type-checker.js",562,0,"n",javascript,content
736,1875360,"exercises/easy/ex2-type-checker.js",563,0," ",javascript,content
737,1877562,"exercises/easy/ex2-type-checker.js",564,0," ",javascript,content
738,1878038,"exercises/easy/ex2-type-checker.js",564,1,"",javascript,content
739,1878192,"exercises/easy/ex2-type-checker.js",564,0,"=",javascript,content
740,1878356,"exercises/easy/ex2-type-checker.js",565,0," ",javascript,content
741,1879910,"exercises/easy/ex2-type-checker.js",566,0,"{}",javascript,content
742,1881359,"exercises/easy/ex2-type-checker.js",567,1,"}",javascript,content
743,1882722,"exercises/easy/ex2-type-checker.js",567,0,"o",javascript,content
744,1882913,"exercises/easy/ex2-type-checker.js",568,0,"v",javascript,content
745,1882959,"exercises/easy/ex2-type-checker.js",569,0,"j",javascript,content
746,1883173,"exercises/easy/ex2-type-checker.js",570,0,"e",javascript,content
747,1883255,"exercises/easy/ex2-type-checker.js",571,0,"c",javascript,content
748,1883464,"exercises/easy/ex2-type-checker.js",571,1,"",javascript,content
749,1883629,"exercises/easy/ex2-type-checker.js",570,1,"",javascript,content
750,1883760,"exercises/easy/ex2-type-checker.js",569,1,"",javascript,content
751,1883911,"exercises/easy/ex2-type-checker.js",568,1,"",javascript,content
752,1884343,"exercises/easy/ex2-type-checker.js",568,0,"b",javascript,content
753,1884486,"exercises/easy/ex2-type-checker.js",569,0,"j",javascript,content
754,1884601,"exercises/easy/ex2-type-checker.js",570,0,"e",javascript,content
755,1884710,"exercises/easy/ex2-type-checker.js",571,0,"c",javascript,content
756,1884998,"exercises/easy/ex2-type-checker.js",572,0,"t",javascript,content
757,1886010,"exercises/easy/ex2-type-checker.js",573,0,",",javascript,content
758,1886159,"exercises/easy/ex2-type-checker.js",574,0," ",javascript,content
759,1886964,"exercises/easy/ex2-type-checker.js",575,0,"a",javascript,content
760,1887058,"exercises/easy/ex2-type-checker.js",576,0,"r",javascript,content
761,1887181,"exercises/easy/ex2-type-checker.js",577,0,"r",javascript,content
762,1887314,"exercises/easy/ex2-type-checker.js",578,0,"w",javascript,content
763,1887394,"exercises/easy/ex2-type-checker.js",579,0,"a",javascript,content
764,1887666,"exercises/easy/ex2-type-checker.js",580,0,"y",javascript,content
765,1887827,"exercises/easy/ex2-type-checker.js",580,1,"",javascript,content
766,1887959,"exercises/easy/ex2-type-checker.js",579,1,"",javascript,content
767,1888139,"exercises/easy/ex2-type-checker.js",578,1,"",javascript,content
768,1888359,"exercises/easy/ex2-type-checker.js",578,0,"a",javascript,content
769,1888552,"exercises/easy/ex2-type-checker.js",579,0,"y",javascript,content
770,1888724,"exercises/easy/ex2-type-checker.js",580,0,",",javascript,content
771,1889210,"exercises/easy/ex2-type-checker.js",581,0,"s",javascript,content
772,1889375,"exercises/easy/ex2-type-checker.js",582,0,"t",javascript,content
773,1889499,"exercises/easy/ex2-type-checker.js",583,0,"r",javascript,content
774,1889529,"exercises/easy/ex2-type-checker.js",584,0,"i",javascript,content
775,1889700,"exercises/easy/ex2-type-checker.js",585,0,"n",javascript,content
776,1889778,"exercises/easy/ex2-type-checker.js",586,0,"g",javascript,content
777,1890072,"exercises/easy/ex2-type-checker.js",587,0,",",javascript,content
778,1890589,"exercises/easy/ex2-type-checker.js",587,1,"",javascript,content
779,1890739,"exercises/easy/ex2-type-checker.js",586,1,"",javascript,content
780,1890892,"exercises/easy/ex2-type-checker.js",585,1,"",javascript,content
781,1891038,"exercises/easy/ex2-type-checker.js",584,1,"",javascript,content
782,1891174,"exercises/easy/ex2-type-checker.js",583,1,"",javascript,content
783,1891313,"exercises/easy/ex2-type-checker.js",582,1,"",javascript,content
784,1891474,"exercises/easy/ex2-type-checker.js",581,1,"",javascript,content
785,1891967,"exercises/easy/ex2-type-checker.js",581,0," ",javascript,content
786,1892131,"exercises/easy/ex2-type-checker.js",582,0,"s",javascript,content
787,1892374,"exercises/easy/ex2-type-checker.js",583,0,"t",javascript,content
788,1892529,"exercises/easy/ex2-type-checker.js",584,0,"r",javascript,content
789,1892598,"exercises/easy/ex2-type-checker.js",585,0,"i",javascript,content
790,1892746,"exercises/easy/ex2-type-checker.js",586,0,"n",javascript,content
791,1892807,"exercises/easy/ex2-type-checker.js",587,0,"g",javascript,content
792,1892981,"exercises/easy/ex2-type-checker.js",588,0,",",javascript,content
793,1893067,"exercises/easy/ex2-type-checker.js",589,0," ",javascript,content
794,1893757,"exercises/easy/ex2-type-checker.js",590,0,"b",javascript,content
795,1893827,"exercises/easy/ex2-type-checker.js",591,0,"u",javascript,content
796,1894064,"exercises/easy/ex2-type-checker.js",591,1,"",javascript,content
797,1894192,"exercises/easy/ex2-type-checker.js",590,1,"",javascript,content
798,1894242,"exercises/easy/ex2-type-checker.js",590,0,"n",javascript,content
799,1894334,"exercises/easy/ex2-type-checker.js",591,0,"u",javascript,content
800,1894495,"exercises/easy/ex2-type-checker.js",592,0,"m",javascript,content
801,1894695,"exercises/easy/ex2-type-checker.js",593,0,"v",javascript,content
802,1895257,"exercises/easy/ex2-type-checker.js",593,1,"",javascript,content
803,1895326,"exercises/easy/ex2-type-checker.js",593,0,"b",javascript,content
804,1895557,"exercises/easy/ex2-type-checker.js",594,0,"e",javascript,content
805,1895658,"exercises/easy/ex2-type-checker.js",595,0,"r",javascript,content
806,1895810,"exercises/easy/ex2-type-checker.js",596,0,",",javascript,content
807,1896040,"exercises/easy/ex2-type-checker.js",597,0," ",javascript,content
808,1896184,"exercises/easy/ex2-type-checker.js",598,0,"b",javascript,content
809,1896256,"exercises/easy/ex2-type-checker.js",599,0,"o",javascript,content
810,1896394,"exercises/easy/ex2-type-checker.js",600,0,"o",javascript,content
811,1896558,"exercises/easy/ex2-type-checker.js",601,0,"l",javascript,content
812,1896678,"exercises/easy/ex2-type-checker.js",602,0,"e",javascript,content
813,1896791,"exercises/easy/ex2-type-checker.js",603,0,"a",javascript,content
814,1897460,"exercises/easy/ex2-type-checker.js",604,0,"n",javascript,content
815,1897701,"exercises/easy/ex2-type-checker.js",605,0,",",javascript,content
816,1897843,"exercises/easy/ex2-type-checker.js",606,0," ",javascript,content
817,1897992,"exercises/easy/ex2-type-checker.js",607,0,"b",javascript,content
818,1898083,"exercises/easy/ex2-type-checker.js",608,0,"u",javascript,content
819,1898466,"exercises/easy/ex2-type-checker.js",608,1,"",javascript,content
820,1898660,"exercises/easy/ex2-type-checker.js",608,0,"n",javascript,content
821,1898778,"exercises/easy/ex2-type-checker.js",609,0,"u",javascript,content
822,1899131,"exercises/easy/ex2-type-checker.js",609,1,"",javascript,content
823,1899275,"exercises/easy/ex2-type-checker.js",608,1,"",javascript,content
824,1899392,"exercises/easy/ex2-type-checker.js",607,1,"",javascript,content
825,1899541,"exercises/easy/ex2-type-checker.js",607,0,"n",javascript,content
826,1899576,"exercises/easy/ex2-type-checker.js",608,0,"u",javascript,content
827,1899805,"exercises/easy/ex2-type-checker.js",609,0,"l",javascript,content
827,1899805,"exercises/easy/ex2-type-checker.js",609,0,"l",javascript,content
828,1899808,"exercises/easy/ex2-type-checker.js",610,0,"k",javascript,content
829,1899957,"exercises/easy/ex2-type-checker.js",611,0,"l",javascript,content
830,1900190,"exercises/easy/ex2-type-checker.js",611,1,"",javascript,content
831,1900346,"exercises/easy/ex2-type-checker.js",610,1,"",javascript,content
832,1900678,"exercises/easy/ex2-type-checker.js",610,0,"l",javascript,content
833,1901068,"exercises/easy/ex2-type-checker.js",611,0,",",javascript,content
834,1901342,"exercises/easy/ex2-type-checker.js",612,0," ",javascript,content
835,1901712,"exercises/easy/ex2-type-checker.js",613,0,"n",javascript,content
836,1902128,"exercises/easy/ex2-type-checker.js",613,1,"",javascript,content
837,1902294,"exercises/easy/ex2-type-checker.js",613,0,"u",javascript,content
838,1902452,"exercises/easy/ex2-type-checker.js",614,0,"n",javascript,content
839,1902824,"exercises/easy/ex2-type-checker.js",615,0,"d",javascript,content
840,1902980,"exercises/easy/ex2-type-checker.js",616,0,"e",javascript,content
841,1903129,"exercises/easy/ex2-type-checker.js",617,0,"f",javascript,content
842,1903159,"exercises/easy/ex2-type-checker.js",618,0,"i",javascript,content
843,1903309,"exercises/easy/ex2-type-checker.js",619,0,"n",javascript,content
844,1903847,"exercises/easy/ex2-type-checker.js",620,0,"e",javascript,content
845,1904060,"exercises/easy/ex2-type-checker.js",621,0,"d",javascript,content
846,1904224,"exercises/easy/ex2-type-checker.js",622,0,",",javascript,content
847,1904417,"exercises/easy/ex2-type-checker.js",623,0," ",javascript,content
848,1904592,"exercises/easy/ex2-type-checker.js",624,0,"n",javascript,content
849,1904687,"exercises/easy/ex2-type-checker.js",625,0,"a",javascript,content
850,1904826,"exercises/easy/ex2-type-checker.js",626,0,"n",javascript,content
851,1905283,"exercises/easy/ex2-type-checker.js",627,0,"V",javascript,content
852,1905393,"exercises/easy/ex2-type-checker.js",628,0,"a",javascript,content
853,1905474,"exercises/easy/ex2-type-checker.js",629,0,"l",javascript,content
854,1905664,"exercises/easy/ex2-type-checker.js",630,0,"u",javascript,content
855,1905758,"exercises/easy/ex2-type-checker.js",631,0,"e",javascript,content
856,1906945,"exercises/easy/ex2-type-checker.js",632,0,"}",javascript,content
857,1907327,"exercises/easy/ex2-type-checker.js",633,0,";",javascript,content
858,1914742,"exercises/easy/ex2-type-checker.js",549,86,"",javascript,content
859,1915742,"exercises/easy/ex2-type-checker.js",400,0,"\n  ",javascript,content
860,1915858,"exercises/easy/ex2-type-checker.js",403,0,"\n  ",javascript,content
860,1915858,"exercises/easy/ex2-type-checker.js",403,0,"\n  ",javascript,content
861,1915859,"exercises/easy/ex2-type-checker.js",401,2,"",javascript,content
862,1917012,"exercises/easy/ex2-type-checker.js",402,2,"",javascript,content
862,1917012,"exercises/easy/ex2-type-checker.js",402,2,"",javascript,content
863,1917012,"exercises/easy/ex2-type-checker.js",401,0,"  const return = {object, array, string, number, boolean, null, undefined, nanValue};}",javascript,content
864,1920480,"exercises/easy/ex2-type-checker.js",638,2,"",javascript,content
865,1920710,"exercises/easy/ex2-type-checker.js",637,1,"",javascript,content
866,1923243,"exercises/easy/ex2-type-checker.js",412,1,"",javascript,content
867,1925160,"exercises/easy/ex2-type-checker.js",413,1,"",javascript,content
868,1925354,"exercises/easy/ex2-type-checker.js",412,1,"",javascript,content
869,1925629,"exercises/easy/ex2-type-checker.js",411,1,"",javascript,content
870,1925909,"exercises/easy/ex2-type-checker.js",410,1,"",javascript,content
871,1926084,"exercises/easy/ex2-type-checker.js",409,1,"",javascript,content
872,1926714,"exercises/easy/ex2-type-checker.js",409,0,"c",javascript,content
873,1927052,"exercises/easy/ex2-type-checker.js",410,0,"o",javascript,content
874,1927136,"exercises/easy/ex2-type-checker.js",411,0,"d",javascript,content
875,1927309,"exercises/easy/ex2-type-checker.js",412,0,"e",javascript,content
876,1936650,"exercises/easy/ex2-type-checker.js",501,131,"",javascript,content
877,1937657,"exercises/easy/ex2-type-checker.js",501,0,"t",javascript,content
878,1937934,"exercises/easy/ex2-type-checker.js",502,0,"y",javascript,content
879,1938078,"exercises/easy/ex2-type-checker.js",503,0,"p",javascript,content
880,1938314,"exercises/easy/ex2-type-checker.js",504,0,"e",javascript,content
881,1938491,"exercises/easy/ex2-type-checker.js",505,0,"o",javascript,content
882,1938843,"exercises/easy/ex2-type-checker.js",506,0,"f",javascript,content
883,1938990,"exercises/easy/ex2-type-checker.js",507,0," ",javascript,content
884,1939341,"exercises/easy/ex2-type-checker.js",508,0,"c",javascript,content
885,1939392,"exercises/easy/ex2-type-checker.js",509,0,"o",javascript,content
886,1939594,"exercises/easy/ex2-type-checker.js",510,0,"d",javascript,content
887,1939799,"exercises/easy/ex2-type-checker.js",511,0,"e",javascript,content
888,1953666,"exercises/easy/ex2-type-checker.js",461,1,"",javascript,content
889,1955166,"exercises/easy/ex2-type-checker.js",461,0,",",javascript,content
890,1956262,"exercises/easy/ex2-type-checker.js",461,0," ",javascript,content
891,1961043,"exercises/easy/ex2-type-checker.js",462,1,"",javascript,content
892,1961277,"exercises/easy/ex2-type-checker.js",461,1,"",javascript,content
893,1962721,"exercises/easy/ex2-type-checker.js",461,0,"V",javascript,content
894,1962931,"exercises/easy/ex2-type-checker.js",462,0,"a",javascript,content
895,1963041,"exercises/easy/ex2-type-checker.js",463,0,"l",javascript,content
896,1963278,"exercises/easy/ex2-type-checker.js",464,0,"u",javascript,content
897,1963481,"exercises/easy/ex2-type-checker.js",465,0,"e",javascript,content
898,1963673,"exercises/easy/ex2-type-checker.js",466,0,",",javascript,content
899,1977737,"exercises/easy/ex2-type-checker.js",520,0,"\n  ",javascript,content
900,1977976,"exercises/easy/ex2-type-checker.js",521,2,"}",javascript,content
901,1978920,"exercises/easy/ex2-type-checker.js",521,1,"",javascript,content
902,1981508,"exercises/easy/ex2-type-checker.js",489,1,"",javascript,content
903,2008615,"exercises/easy/ex2-type-checker.js",511,1,"",javascript,content
904,2008826,"exercises/easy/ex2-type-checker.js",510,1,"",javascript,content
905,2008998,"exercises/easy/ex2-type-checker.js",509,1,"",javascript,content
906,2009162,"exercises/easy/ex2-type-checker.js",508,1,"",javascript,content
907,2009323,"exercises/easy/ex2-type-checker.js",507,1,"",javascript,content
908,2009496,"exercises/easy/ex2-type-checker.js",506,1,"",javascript,content
909,2010015,"exercises/easy/ex2-type-checker.js",505,1,"",javascript,content
910,2012944,"exercises/easy/ex2-type-checker.js",417,0,"t",javascript,content
911,2013088,"exercises/easy/ex2-type-checker.js",418,0,"y",javascript,content
912,2013123,"exercises/easy/ex2-type-checker.js",419,0,"p",javascript,content
913,2013438,"exercises/easy/ex2-type-checker.js",420,0,"e",javascript,content
914,2013663,"exercises/easy/ex2-type-checker.js",421,0,"o",javascript,content
915,2013755,"exercises/easy/ex2-type-checker.js",422,0,"f",javascript,content
916,2013865,"exercises/easy/ex2-type-checker.js",423,0," ",javascript,content
917,2017845,"exercises/easy/ex2-type-checker.js",423,1,"",javascript,content
918,2018093,"exercises/easy/ex2-type-checker.js",417,6,"",javascript,content
919,2018277,"exercises/easy/ex2-type-checker.js",505,0,"typeof ",javascript,content
920,2018481,"exercises/easy/ex2-type-checker.js",489,0,"}",javascript,content
921,2018705,"exercises/easy/ex2-type-checker.js",521,0,"}",javascript,content
922,2019177,"exercises/easy/ex2-type-checker.js",521,1,"  ",javascript,content
923,2019410,"exercises/easy/ex2-type-checker.js",520,3,"",javascript,content
924,2019681,"exercises/easy/ex2-type-checker.js",461,6,"",javascript,content
925,2020176,"exercises/easy/ex2-type-checker.js",461,0," ,",javascript,content
926,2020513,"exercises/easy/ex2-type-checker.js",461,1,"",javascript,content
927,2020711,"exercises/easy/ex2-type-checker.js",461,1,"",javascript,content
928,2020890,"exercises/easy/ex2-type-checker.js",461,0,",",javascript,content
929,2021044,"exercises/easy/ex2-type-checker.js",507,5,"",javascript,content
930,2021191,"exercises/easy/ex2-type-checker.js",502,5,"",javascript,content
931,2021370,"exercises/easy/ex2-type-checker.js",501,1,"",javascript,content
932,2021894,"exercises/easy/ex2-type-checker.js",501,0,"typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue",javascript,content
933,2028893,"exercises/easy/ex2-type-checker.js",484,1,"",javascript,content
934,2035974,"exercises/easy/ex2-type-checker.js",403,81,"",javascript,content
935,2038702,"exercises/easy/ex2-type-checker.js",553,0,"\n  ",javascript,content
936,2038845,"exercises/easy/ex2-type-checker.js",556,0,"\n  ",javascript,content
936,2038845,"exercises/easy/ex2-type-checker.js",556,0,"\n  ",javascript,content
937,2038845,"exercises/easy/ex2-type-checker.js",554,2,"",javascript,content
938,2043115,"exercises/easy/ex2-type-checker.js",555,2,"",javascript,content
938,2043115,"exercises/easy/ex2-type-checker.js",555,2,"",javascript,content
938,2043115,"exercises/easy/ex2-type-checker.js",555,2,"",javascript,content
939,2043116,"exercises/easy/ex2-type-checker.js",553,0,"const code = {object, array, string, number, boolean, null, undefined, nanValue};",javascript,content
940,2043117,"exercises/easy/ex2-type-checker.js",553,0,"  ",javascript,content
941,2045745,"exercises/easy/ex2-type-checker.js",613,0,"v",javascript,content
942,2045845,"exercises/easy/ex2-type-checker.js",614,0,"A",javascript,content
943,2045963,"exercises/easy/ex2-type-checker.js",615,0,"L",javascript,content
944,2046168,"exercises/easy/ex2-type-checker.js",616,0,"U",javascript,content
945,2046265,"exercises/easy/ex2-type-checker.js",617,0,"E",javascript,content
946,2047933,"exercises/easy/ex2-type-checker.js",617,1,"",javascript,content
947,2048108,"exercises/easy/ex2-type-checker.js",616,1,"",javascript,content
947,2048108,"exercises/easy/ex2-type-checker.js",616,1,"",javascript,content
948,2048110,"exercises/easy/ex2-type-checker.js",616,0,"\",javascript,content
949,2048262,"exercises/easy/ex2-type-checker.js",616,1,"",javascript,content
950,2048373,"exercises/easy/ex2-type-checker.js",615,1,"",javascript,content
951,2048529,"exercises/easy/ex2-type-checker.js",614,1,"",javascript,content
952,2048693,"exercises/easy/ex2-type-checker.js",613,1,"",javascript,content
953,2050066,"exercises/easy/ex2-type-checker.js",613,0,"V",javascript,content
954,2050179,"exercises/easy/ex2-type-checker.js",614,0,"a",javascript,content
955,2050276,"exercises/easy/ex2-type-checker.js",615,0,"l",javascript,content
956,2050499,"exercises/easy/ex2-type-checker.js",616,0,"u",javascript,content
957,2050587,"exercises/easy/ex2-type-checker.js",617,0,"e",javascript,content
958,2068621,"exercises/easy/ex2-type-checker.js",569,0,"t",javascript,content
959,2068794,"exercises/easy/ex2-type-checker.js",570,0,"y",javascript,content
960,2068909,"exercises/easy/ex2-type-checker.js",571,0,"p",javascript,content
961,2069060,"exercises/easy/ex2-type-checker.js",572,0,"e",javascript,content
962,2069171,"exercises/easy/ex2-type-checker.js",573,0," ",javascript,content
963,2069308,"exercises/easy/ex2-type-checker.js",574,0,"o",javascript,content
964,2069414,"exercises/easy/ex2-type-checker.js",575,0,"f",javascript,content
965,2069915,"exercises/easy/ex2-type-checker.js",576,0," ",javascript,content
966,2070598,"exercises/easy/ex2-type-checker.js",576,1,"",javascript,content
967,2070777,"exercises/easy/ex2-type-checker.js",575,1,"",javascript,content
968,2070911,"exercises/easy/ex2-type-checker.js",574,1,"",javascript,content
969,2071084,"exercises/easy/ex2-type-checker.js",573,1,"",javascript,content
970,2071230,"exercises/easy/ex2-type-checker.js",573,0,"o",javascript,content
971,2071322,"exercises/easy/ex2-type-checker.js",574,0,"f",javascript,content
972,2071381,"exercises/easy/ex2-type-checker.js",575,0," ",javascript,content
973,2073719,"exercises/easy/ex2-type-checker.js",584,0,"t",javascript,content
974,2073893,"exercises/easy/ex2-type-checker.js",585,0,"y",javascript,content
975,2073992,"exercises/easy/ex2-type-checker.js",586,0,"p",javascript,content
976,2074114,"exercises/easy/ex2-type-checker.js",587,0,"e",javascript,content
977,2074361,"exercises/easy/ex2-type-checker.js",588,0,"o",javascript,content
978,2074427,"exercises/easy/ex2-type-checker.js",589,0,"f",javascript,content
979,2074530,"exercises/easy/ex2-type-checker.js",590,0," ",javascript,content
980,2081303,"exercises/easy/ex2-type-checker.js",590,1,"",javascript,content
981,2081805,"exercises/easy/ex2-type-checker.js",589,1,"",javascript,content
